703259545	20171102	201711	2017	2017.8274	BUS	BOSS						BUS			GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	6	1	6	-3.29079919408999	4	Afikpo, Ebonyi, Nigeria	NI	NI53	22590	5.89312	7.93735	-1997543	4	Afikpo, Ebonyi, Nigeria	NI	NI53	22590	5.89312	7.93735	-1997543	4	Afikpo, Ebonyi, Nigeria	NI	NI53	22590	5.89312	7.93735	-1997543	20171102113000	http://www.nairaland.com/4152484/nma-raise-alarm-over-quacks
703259546	20171102	201711	2017	2017.8274	BUS	BOSS						BUS			GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-3.29079919408999	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171102113000	http://www.nairaland.com/4152484/nma-raise-alarm-over-quacks
703259547	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			GOV	PRIME MINISTER						GOV			0	026	026	02	1	4.0	10	1	10	1.58730158730159	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171102113000	https://www.aninews.in/news/national/general-news/hpcl-merger-will-be-closed-by-march-2018-ongc-cmd-shanker201711021639060001/
703259548	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	10	1	10	1.58730158730159	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171102113000	https://www.aninews.in/news/national/general-news/hpcl-merger-will-be-closed-by-march-2018-ongc-cmd-shanker201711021639060001/
703259549	20171102	201711	2017	2017.8274	BUS	MERCHANT						BUS			GOV	GOVERNMENT						GOV			1	060	060	06	2	6.0	1	1	1	-0.61162079510704	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102113000	https://economictimes.indiatimes.com/magazines/panache/the-history-behind-the-185-carat-jacobs-diamond/articleshow/61437757.cms
703259550	20171102	201711	2017	2017.8274	BUS	MERCHANT						BUS			GOV	GOVERNMENT						GOV			1	060	060	06	2	6.0	1	1	1	-0.61162079510704	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102113000	https://economictimes.indiatimes.com/magazines/panache/the-history-behind-the-185-carat-jacobs-diamond/articleshow/61437757.cms
703259551	20171102	201711	2017	2017.8274	BUS	MERCHANT						BUS			GOV	GOVERNMENT						GOV			1	060	060	06	2	6.0	6	1	6	-0.61162079510704	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102113000	https://economictimes.indiatimes.com/magazines/panache/the-history-behind-the-185-carat-jacobs-diamond/articleshow/61437757.cms
703259552	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			HLH	HOSPITAL						HLH			1	090	090	09	2	-2.0	10	1	10	-4.31654676258993	0								0								0								20171102113000	http://www.ketv.com/article/south-omaha-business-shooting-sends-one-to-hospital/13139197
703259553	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			HLH	HOSPITAL						HLH			1	193	193	19	4	-10.0	30	1	10	-4.31654676258993	0								0								0								20171102113000	http://www.ketv.com/article/south-omaha-business-shooting-sends-one-to-hospital/13139197
703259554	20171102	201711	2017	2017.8274	BUS	MERCHANT						BUS			IND	MUMBAI	IND								1	060	060	06	2	6.0	2	1	2	-0.61162079510704	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102113000	https://economictimes.indiatimes.com/magazines/panache/the-history-behind-the-185-carat-jacobs-diamond/articleshow/61437757.cms
703259555	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			LAB	WORKER						LAB			1	100	100	10	3	-5.0	10	1	10	-1.96078431372549	0								0								0								20171102113000	https://wkvi.com/2017/11/repairs-north-judson-san-pierre-pool-continue/
703259556	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			LEG	REPRESENTATIVES						LEG			1	043	043	04	1	2.8	3	1	3	2.46179966044143	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20171102113000	http://www.africanbusinessreview.co.za/Grande-Cte-Operations-SA-TiZir-Limited/profiles/205/Grande-Cte-Operations-Jozsef-Patarica-outlines-his-vision-for-the-biggest-mine-of-its-kind-in-the-world
703259557	20171102	201711	2017	2017.8274	BUS	MANUFACTURER						BUS			MNCUSA	BOEING	USA					MNC			1	061	061	06	2	6.4	5	1	5	-2.43013365735115	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102113000	http://lmtribune.com/opinion/once-america-engages-in-protectionism-mischief-follows/article_9f1365d1-ba4b-5513-b382-e8788bb352e9.html
703259558	20171102	201711	2017	2017.8274	BUS	INVESTOR						BUS			MNCUSAAGR	ALLIANCE ONE INTERNATIONAL	USA					MNC	AGR		1	036	036	03	1	4.0	5	1	5	6.76691729323308	0								0								0								20171102113000	http://www.finanznachrichten.de/nachrichten-2017-11/42125830-investor-network-alliance-one-international-inc-to-host-earnings-call-200.htm
703259559	20171102	201711	2017	2017.8274	BUS	INDUSTRY						BUS			MYSGOV	MALAYSIA	MYS					GOV			1	020	020	02	1	3.0	10	1	10	4.4846577498033	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171102113000	https://computerworld.com.sg/tech/emerging-technology/the-industry-reacts-how-will-budget-2018-change-malaysias-it-industry/
703259560	20171102	201711	2017	2017.8274	BUS	INDUSTRY						BUS			MYSGOV	MALAYSIA	MYS					GOV			1	051	051	05	1	3.4	10	1	10	4.4846577498033	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171102113000	https://computerworld.com.sg/tech/emerging-technology/the-industry-reacts-how-will-budget-2018-change-malaysias-it-industry/
703259561	20171102	201711	2017	2017.8274	BUS	COMPANIES						BUS			ROU	ROMANIA									1	051	051	05	1	3.4	1	1	1	0.819672131147541	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20171102113000	http://www.thediplomat.ro/articol.php?id=8061
703259562	20171102	201711	2017	2017.8274	BUS	COMPANIES						BUS			ROUBUS	ROMANIA						BUS			1	051	051	05	1	3.4	1	1	1	0.819672131147541	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Voluntari, Romania (general), Romania	RO	RO00	25006	44.4667	26.1333	-1175029	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20171102113000	http://www.thediplomat.ro/articol.php?id=8061
703259563	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			TUR	TURKISH	TUR								1	173	173	17	4	-5.0	5	1	5	0	0								0								0								20171102113000	http://www.kokomotribune.com/news/features/stuff-we-like-thursday-nov/article_3c15b170-bdb3-11e7-98ae-63c707465ae6.html
703259564	20171102	201711	2017	2017.8274	BUS	COMMERCIAL BANK						BUS			UGA	UGANDAN	UGA								1	010	010	01	1	0.0	5	1	5	-6.38297872340426	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171102113000	https://af.reuters.com/article/currenciesNews/idAFL8N1N83O5
703259565	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	-3.10880829015544	3	Big Spring, Washington, United States	US	USWA	WA003	46.0499	-117.38	1503361	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171102113000	http://www.newswest9.com/story/36743806/ex-trump-aides-due-back-in-court-following-indictment
703259566	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	WASHINGTON	USA								1	036	036	03	1	4.0	6	1	6	-3.10880829015544	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171102113000	http://www.newswest9.com/story/36743806/ex-trump-aides-due-back-in-court-following-indictment
703259567	20171102	201711	2017	2017.8274	BUS	CHAMBER OF COMMERCE						BUS			USA	SAN ANTONIO	USA								0	042	042	04	1	1.9	10	1	10	5.51724137931034	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171102113000	http://www.utsa.edu/today/2017/11/story/BraySAMSHAgrant.html
703259568	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-2.33516483516484	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259569	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	CINCINNATI	USA								0	042	042	04	1	1.9	6	1	6	-2.33516483516484	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259570	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-2.33516483516484	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259571	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	-1.95121951219513	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171102113000	https://www.marketwatch.com/story/accomplished-biopharma-executive-mina-sooch-joins-biovie-board-of-directors-and-purchases-company-stock-2017-11-02
703259572	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	1.86393289841565	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171102113000	https://www.marketwatch.com/investing/stock/tpx
703259573	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	046	046	04	1	7.0	8	2	8	1.04474739287544	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171102113000	http://www.4-traders.com/news/DHI-Group-Inc-Announces-CEO-Transition-Plan--25420256/
703259574	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	-4.68417317246274	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102113000	http://www.renewamerica.com/news.php?s=17275
703259575	20171102	201711	2017	2017.8274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	5	1	5	-4.68417317246274	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171102113000	http://www.renewamerica.com/news.php?s=17275
703259576	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			USAMED	WALL STREET JOURNAL	USA					MED			1	057	057	05	1	8.0	5	1	5	1.79856115107914	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171102113000	https://www.marketwatch.com/story/tesla-ceo-elon-musk-doesnt-expect-significant-investment-in-a-china-factory-until-2019-2017-11-02
703259577	20171102	201711	2017	2017.8274	BUS	CORPORATION						BUS			ZAF	JOHANNESBURG	ZAF								1	010	010	01	1	0.0	2	1	2	-1.61616161616162	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171102113000	https://www.fin24.com/Companies/idc-no-prejudice-in-oakbay-delisting-20170707
703259578	20171102	201711	2017	2017.8274	BUS	CORPORATION						BUS			ZAF	SOUTH AFRICAN	ZAF								1	057	057	05	1	8.0	2	1	2	-4.11840411840412	4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	20171102113000	http://www.capetalk.co.za/articles/278967/hands-on-panyaza-lesufi-maps-out-his-plans-for-schools-in-gauteng
703259579	20171102	201711	2017	2017.8274	BUS	BANK						BUS			ZAFGOV	JACOB ZUMA	ZAF					GOV			1	071	071	07	2	7.4	2	1	2	-1.16279069767442	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	20171102113000	http://www.miningweekly.com/article/guptas-inflated-oakbay-price-ghrough-trading-by-singapore-firm-2017-11-02/rep_id:3650
703259580	20171102	201711	2017	2017.8274	BUS	BANK						BUS			ZAFGOV	JACOB ZUMA	ZAF					GOV			1	071	071	07	2	7.4	6	1	6	-1.16279069767442	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171102113000	http://www.miningweekly.com/article/guptas-inflated-oakbay-price-ghrough-trading-by-singapore-firm-2017-11-02/rep_id:3650
703259581	20171102	201711	2017	2017.8274	BUSLEG	COMPANY						BUS	LEG		DEU	DEUTSCHE	DEU								0	042	042	04	1	1.9	10	1	10	3.75	4	Frankfurt Am Main, Hessen, Germany	GM	GM05	16541	50.1167	8.68333	-1771148	4	Frankfurt Am Main, Hessen, Germany	GM	GM05	16541	50.1167	8.68333	-1771148	4	Frankfurt Am Main, Hessen, Germany	GM	GM05	16541	50.1167	8.68333	-1771148	20171102113000	http://www.4-traders.com/news/MC-Services-hosts-press-lounge-of-German-Equity-Forum-2017--25420233/
703259582	20171102	201711	2017	2017.8274	BUSMED	INDUSTRY						BUS	MED		GOV	AUTHORITIES						GOV			0	010	010	01	1	0.0	1	1	1	-2.33516483516484	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259583	20171102	201711	2017	2017.8274	BUSMED	INDUSTRY						BUS	MED		GOV	AUTHORITIES						GOV			0	010	010	01	1	0.0	1	1	1	-2.33516483516484	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259584	20171102	201711	2017	2017.8274	BUSMED	INDUSTRY						BUS	MED		GOV	AUTHORITIES						GOV			0	090	090	09	2	-2.0	1	1	1	-2.33516483516484	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259585	20171102	201711	2017	2017.8274	BUSMED	INDUSTRY						BUS	MED		GOV	AUTHORITIES						GOV			0	090	090	09	2	-2.0	1	1	1	-2.33516483516484	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171102113000	http://www.sun-sentinel.com/news/sns-bc-us--bike-path-attack-suspect-20171101-story.html
703259586	20171102	201711	2017	2017.8274	CAN	CANADA	CAN																		1	010	010	01	1	0.0	2	1	2	3.96902226524685	4	Great Bear, British Columbia, Canada	CA	CA02	154724	53.9167	-121.917	-571807	0								4	Great Bear, British Columbia, Canada	CA	CA02	154724	53.9167	-121.917	-571807	20171102113000	http://www.4-traders.com/GREAT-BEAR-RESOURCES-LTD-31158868/news/Great-Bear-Reports-Complete-Drill-Results-from-Red-Lake-Confirms-Major-Gold-Structure-with-Geophysi-25420228/
703259587	20171102	201711	2017	2017.8274	CAN	VANCOUVER	CAN																		1	014	014	01	1	0.0	3	1	3	-0.63694267515923	4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	0								4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	20171102113000	http://washpost.bloomberg.com/Story?docId=1376-OYQWL36VDKHT01-7D3RKNE2F8KS95HH703DI49T3O
703259588	20171102	201711	2017	2017.8274	CAN	VANCOUVER	CAN																		1	014	014	01	1	0.0	2	1	2	-0.63694267515923	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	20171102113000	http://washpost.bloomberg.com/Story?docId=1376-OYQWL36VDKHT01-7D3RKNE2F8KS95HH703DI49T3O
703259589	20171102	201711	2017	2017.8274	CAN	CANADIAN	CAN																		0	017	017	01	1	0.0	5	1	5	-0.11086474501108	4	Little Buffalo, Saskatchewan, Canada	CA	CA11	154724	55.9258	-108.674	-571193	0								4	Little Buffalo, Saskatchewan, Canada	CA	CA11	154724	55.9258	-108.674	-571193	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703259590	20171102	201711	2017	2017.8274	CAN	CANADIAN	CAN																		0	017	017	01	1	0.0	1	1	1	-0.11086474501108	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703259591	20171102	201711	2017	2017.8274	CAN	CANADA	CAN																		1	0231	023	02	1	3.4	8	1	8	3.77358490566038	4	Thunder Bay, Ontario, Canada	CA	CA08	12684	48.4	-89.2333	-574784	0								4	Thunder Bay, Ontario, Canada	CA	CA08	12684	48.4	-89.2333	-574784	20171102113000	http://www.country1053.ca/event/conquer-tower-0
703259592	20171102	201711	2017	2017.8274	CAN	CANADA	CAN																		1	190	190	19	4	-10.0	2	1	2	-1.62721893491125	4	South River, Ontario, Canada	CA	CA08	12673	45.85	-79.3667	-573950	0								1	Syria	SY	SY		35	38	SY	20171102113000	https://www.northbaynipissing.com/news-story/7768512-feds-call-emergency-meeting-on-child-welfare/
703259593	20171102	201711	2017	2017.8274	CAN	CANADA	CAN																		1	190	190	19	4	-10.0	2	1	2	-1.62721893491125	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20171102113000	https://www.northbaynipissing.com/news-story/7768512-feds-call-emergency-meeting-on-child-welfare/
703259594	20171102	201711	2017	2017.8274	CAN	ONTARIO	CAN																		1	192	192	19	4	-9.5	10	1	10	2.02020202020202	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171102113000	http://www.cleveland19.com/story/35257455/northeast-ohio-weather-rain-moves-out-through-the-morning
